frame,rootIndex,task,thread,startMs,endMs,durationMs,fitCalls,fitMs,pointwiseCalls,pointwiseMs
4,153,receiver_stage/6,7,16.601529,17.842925,1.241396,6,0.607167,1,0.562616
4,2,receiver_stage/2,8,7.478452,8.061539,0.583087,4,0.506834,0,0.0
4,13,receiver_stage/2,8,8.061589,10.808031,2.746442,1,0.279068,1,2.454633
4,39,receiver_stage/2,8,10.808101,10.936185,0.128084,4,0.091983,0,0.0
4,41,receiver_stage/2,8,10.936275,11.042448,0.106173,7,0.069002,0,0.0
4,43,receiver_stage/2,8,11.042508,11.145321,0.102813,7,0.069712,0,0.0
4,44,receiver_stage/2,8,11.145401,12.099119,0.953718,7,0.457484,1,0.414252
4,55,receiver_stage/2,8,12.099279,12.302435,0.203156,7,0.119325,0,0.0
4,59,receiver_stage/2,8,12.302555,12.967945,0.66539,7,0.578749,0,0.0
4,69,receiver_stage/2,8,12.968265,13.112379,0.144114,7,0.056732,0,0.0
4,72,receiver_stage/2,8,13.112489,13.689767,0.577278,7,0.513075,0,0.0
4,86,receiver_stage/2,8,13.689857,14.189752,0.499895,7,0.444143,0,0.0
4,94,receiver_stage/2,8,14.189852,14.394758,0.204906,7,0.04549,0,0.0
4,98,receiver_stage/2,8,14.394918,14.921203,0.526285,7,0.461523,0,0.0
4,112,receiver_stage/2,8,14.921424,15.187071,0.265647,7,0.186945,0,0.0
4,118,receiver_stage/2,8,15.187121,15.520461,0.33334,7,0.289128,0,0.0
4,123,receiver_stage/2,8,15.520541,15.946944,0.426403,7,0.384721,0,0.0
4,135,receiver_stage/2,8,15.947034,16.063137,0.116103,7,0.077343,0,0.0
4,137,receiver_stage/2,8,16.063297,16.206542,0.143245,7,0.091734,0,0.0
4,142,receiver_stage/2,8,16.206622,16.672295,0.465673,7,0.39719,0,0.0
4,156,receiver_stage/2,8,16.672645,17.013215,0.34057,7,0.283697,0,0.0
4,4,receiver_stage/4,9,7.506638,7.672983,0.166345,6,0.084693,0,0.0
4,9,receiver_stage/4,9,7.673023,8.122796,0.449773,7,0.375621,0,0.0
4,14,receiver_stage/4,9,8.122836,10.674922,2.552086,1,0.177586,1,2.36575
